Acc_X,Acc_Y,Acc_Z,Rot_Z,Millis
-0.295,0.018,-0.958,-0.183,1325224
-0.296,0.016,-0.959,-0.061,1325229
-0.296,0.016,-0.959,-0.183,1325235
-0.297,0.017,-0.958,-0.244,1325240
-0.297,0.017,-0.958,-0.122,1325245
-0.298,0.017,-0.956,0.061,1325250
-0.298,0.017,-0.956,0.0,1325256
-0.297,0.017,-0.957,0.0,1325261
-0.297,0.017,-0.957,-0.122,1325266
-0.297,0.018,-0.958,-0.061,1325271
-0.297,0.018,-0.958,-0.183,1325276
-0.298,0.018,-0.957,-0.183,1325282
-0.298,0.018,-0.957,-0.183,1325287
-0.299,0.02,-0.957,-0.122,1325292
-0.299,0.02,-0.956,-0.061,1325297
-0.299,0.02,-0.956,-0.183,1325303
-0.3,0.02,-0.956,-0.122,1325308
-0.3,0.02,-0.956,-0.061,1325313
-0.298,0.023,-0.958,-0.244,1325318
-0.298,0.023,-0.958,-0.061,1325324
-0.298,0.024,-0.958,-0.061,1325329
-0.298,0.024,-0.958,0.0,1325334
-0.298,0.025,-0.957,0.061,1325339
-0.298,0.025,-0.957,-0.061,1325345
-0.297,0.026,-0.959,0.0,1325350
-0.297,0.026,-0.959,0.0,1325355
-0.297,0.029,-0.959,-0.122,1325360
-0.297,0.029,-0.959,0.0,1325365
-0.298,0.031,-0.959,0.0,1325371
-0.298,0.031,-0.959,-0.122,1325376
-0.298,0.031,-0.96,-0.183,1325381
-0.298,0.031,-0.96,-0.061,1325386
-0.296,0.031,-0.961,-0.122,1325392
-0.297,0.033,-0.963,-0.122,1325397
-0.297,0.033,-0.963,-0.122,1325402
-0.296,0.033,-0.96,-0.305,1325407
-0.296,0.033,-0.96,-0.244,1325413
-0.294,0.033,-0.96,-0.122,1325418
-0.294,0.033,-0.96,-0.244,1325423
-0.294,0.033,-0.962,-0.244,1325428
-0.294,0.033,-0.962,-0.244,1325434
-0.292,0.031,-0.963,-0.122,1325439
-0.292,0.031,-0.963,-0.061,1325444
-0.293,0.031,-0.961,-0.122,1325449
-0.293,0.031,-0.961,-0.366,1325455
-0.294,0.03,-0.961,-0.305,1325460
-0.294,0.03,-0.961,-0.366,1325465
-0.293,0.028,-0.961,-0.366,1325470
-0.294,0.027,-0.96,-0.427,1325476
-0.294,0.027,-0.96,-0.244,1325481
-0.295,0.024,-0.96,-0.244,1325486
-0.295,0.024,-0.96,-0.305,1325491
-0.294,0.024,-0.959,-0.244,1325497
-0.294,0.024,-0.959,-0.244,1325502
-0.295,0.023,-0.958,-0.366,1325507
-0.295,0.023,-0.958,-0.427,1325512
-0.295,0.02,-0.958,-0.183,1325518
-0.295,0.02,-0.958,-0.122,1325523
-0.298,0.019,-0.958,-0.305,1325528
-0.298,0.019,-0.958,-0.427,1325533
-0.299,0.019,-0.957,-0.244,1325539
-0.299,0.019,-0.957,-0.366,1325544
-0.298,0.019,-0.956,-0.305,1325549
-0.298,0.019,-0.956,-0.244,1325554
-0.298,0.017,-0.956,-0.122,1325560
-0.298,0.016,-0.957,-0.305,1325565
-0.298,0.016,-0.957,-0.305,1325570
-0.298,0.016,-0.957,-0.305,1325575
-0.298,0.016,-0.957,-0.244,1325581
-0.299,0.017,-0.955,-0.244,1325586
-0.299,0.017,-0.955,-0.244,1325591
-0.299,0.015,-0.956,-0.122,1325596
-0.299,0.015,-0.956,-0.183,1325602
-0.298,0.018,-0.956,-0.183,1325607
-0.298,0.018,-0.956,-0.122,1325612
-0.298,0.019,-0.957,-0.122,1325617
-0.298,0.019,-0.957,-0.122,1325623
-0.297,0.018,-0.959,-0.122,1325628
-0.297,0.018,-0.959,-0.122,1325633
-0.298,0.019,-0.958,-0.183,1325638
-0.298,0.019,-0.958,-0.122,1325644
-0.298,0.022,-0.957,-0.122,1325649
-0.297,0.022,-0.961,-0.061,1325654
-0.297,0.022,-0.961,-0.122,1325659
-0.296,0.025,-0.958,-0.244,1325665
-0.296,0.025,-0.958,-0.122,1325670
-0.295,0.025,-0.96,-0.183,1325675
-0.295,0.025,-0.96,-0.183,1325681
-0.295,0.025,-0.959,-0.183,1325686
-0.295,0.025,-0.959,-0.122,1325691
-0.295,0.029,-0.959,-0.183,1325696
-0.295,0.029,-0.959,0.0,1325701
-0.296,0.028,-0.961,-0.061,1325707
-0.296,0.028,-0.961,-0.061,1325712
-0.295,0.026,-0.961,-0.183,1325717
-0.295,0.026,-0.961,-0.122,1325722
-0.295,0.028,-0.961,-0.061,1325728
-0.295,0.028,-0.961,-0.122,1325733
-0.294,0.03,-0.958,-0.244,1325738
-0.295,0.028,-0.961,-0.122,1325743
-0.295,0.028,-0.961,-0.305,1325749
-0.295,0.027,-0.962,-0.305,1325754
-0.295,0.027,-0.962,-0.244,1325759
-0.297,0.027,-0.96,-0.305,1325764
-0.297,0.027,-0.96,-0.244,1325770
-0.295,0.026,-0.959,-0.244,1325775
-0.295,0.026,-0.959,-0.244,1325780
-0.296,0.026,-0.958,-0.305,1325785
-0.296,0.026,-0.958,-0.244,1325791
-0.298,0.026,-0.957,-0.366,1325796
-0.298,0.026,-0.957,-0.244,1325801
-0.298,0.024,-0.957,-0.122,1325807
-0.298,0.024,-0.957,-0.244,1325812
-0.297,0.022,-0.958,-0.305,1325817
-0.297,0.022,-0.958,-0.305,1325822
-0.298,0.022,-0.959,-0.427,1325828
-0.298,0.02,-0.958,-0.183,1325833
-0.298,0.02,-0.958,-0.305,1325838
-0.297,0.021,-0.958,-0.305,1325843
-0.297,0.021,-0.958,-0.427,1325849
-0.298,0.019,-0.957,-0.244,1325854
-0.298,0.019,-0.957,-0.183,1325859
-0.298,0.018,-0.957,-0.244,1325864
-0.298,0.018,-0.957,-0.244,1325870
-0.297,0.017,-0.957,-0.122,1325875
-0.297,0.017,-0.957,-0.061,1325880
-0.298,0.017,-0.957,-0.244,1325885
-0.298,0.017,-0.957,-0.244,1325891
-0.296,0.016,-0.957,-0.122,1325896
-0.296,0.016,-0.957,-0.122,1325901
-0.296,0.017,-0.957,-0.305,1325906
-0.296,0.017,-0.957,-0.305,1325912
-0.296,0.018,-0.957,-0.244,1325917
-0.295,0.016,-0.957,-0.183,1325922
-0.295,0.016,-0.957,-0.122,1325927
-0.294,0.016,-0.958,-0.122,1325933
-0.294,0.016,-0.958,-0.061,1325938
-0.294,0.019,-0.959,-0.183,1325943
-0.294,0.019,-0.959,-0.244,1325948
-0.296,0.021,-0.958,-0.061,1325954
-0.296,0.021,-0.958,-0.122,1325959
-0.296,0.019,-0.958,-0.122,1325964
-0.296,0.019,-0.958,-0.061,1325969
-0.295,0.021,-0.96,-0.122,1325975
-0.295,0.021,-0.96,-0.244,1325980
-0.297,0.023,-0.96,-0.122,1325985
-0.297,0.023,-0.96,-0.244,1325990
-0.296,0.023,-0.958,-0.183,1325996
-0.296,0.023,-0.958,-0.183,1326001
-0.295,0.024,-0.957,-0.122,1326006
-0.295,0.025,-0.959,-0.122,1326011
-0.295,0.025,-0.959,-0.305,1326017
-0.298,0.025,-0.958,-0.305,1326022
-0.298,0.025,-0.958,-0.061,1326027
-0.298,0.025,-0.958,-0.061,1326032
-0.298,0.025,-0.958,-0.305,1326038
-0.299,0.025,-0.959,-0.061,1326043
-0.299,0.025,-0.959,-0.122,1326048
-0.299,0.024,-0.96,-0.122,1326053
-0.299,0.024,-0.96,-0.183,1326059
-0.298,0.025,-0.959,-0.122,1326064
-0.298,0.025,-0.959,-0.183,1326069
-0.297,0.026,-0.96,-0.244,1326075
-0.297,0.026,-0.96,-0.183,1326080
-0.297,0.024,-0.96,-0.122,1326085
-0.297,0.024,-0.96,-0.183,1326090
-0.297,0.024,-0.959,-0.183,1326096
