Acc_X,Acc_Y,Acc_Z,Rot_Z,Millis
0.0,0.35,0.93,-0.12,16478.0
0.01,0.35,0.93,-0.24,16499.0
0.0,0.35,0.93,-0.24,16520.0
0.0,0.35,0.93,-0.31,16540.0
-0.0,0.36,0.93,-0.24,16561.0
-0.0,0.36,0.94,0.0,16581.0
-0.0,0.36,0.93,-0.18,16600.0
-0.0,0.35,0.93,-0.18,16620.0
0.0,0.35,0.93,-0.06,16639.0
-0.0,0.36,0.93,-0.18,16657.0
0.0,0.35,0.93,-0.06,16675.0
0.0,0.35,0.93,-0.24,16698.0
0.0,0.35,0.93,-0.24,16718.0
0.0,0.35,0.93,-0.37,16735.0
0.01,0.36,0.93,-0.24,16754.0
0.0,0.35,0.93,-0.18,16773.0
0.01,0.35,0.92,-0.24,16793.0
0.0,0.36,0.94,-0.24,16812.0
-0.0,0.35,0.93,-0.24,16831.0
-0.0,0.36,0.93,-0.12,16852.0
-0.0,0.35,0.93,0.0,16871.0
-0.0,0.35,0.93,-0.06,16889.0
0.0,0.35,0.93,-0.12,16909.0
0.0,0.35,0.94,-0.06,16928.0
0.0,0.36,0.93,-0.18,16946.0
0.0,0.35,0.93,-0.06,16965.0
0.0,0.35,0.93,-0.12,16983.0
0.0,0.35,0.93,-0.24,17004.0
0.01,0.35,0.93,-0.18,17022.0
0.0,0.35,0.94,-0.31,17044.0
0.0,0.35,0.93,-0.43,17065.0
0.0,0.35,0.93,-0.18,17083.0
0.0,0.36,0.93,-0.31,17101.0
-0.0,0.35,0.93,-0.18,17123.0
-0.0,0.35,0.93,-0.18,17142.0
0.0,0.35,0.93,-0.31,17165.0
0.0,0.35,0.93,-0.18,17182.0
0.0,0.35,0.93,-0.18,17201.0
0.0,0.35,0.93,-0.06,17222.0
0.0,0.35,0.93,-0.43,17242.0
-0.0,0.35,0.93,-0.24,17262.0
0.0,0.35,0.93,-0.24,17280.0
0.0,0.35,0.93,-0.06,17299.0
-0.0,0.35,0.93,-0.31,17321.0
0.0,0.35,0.93,-0.06,17341.0
-0.0,0.36,0.93,-0.31,17360.0
0.0,0.35,0.93,-0.18,17377.0
