Acc_X,Acc_Y,Acc_Z,Rot_Z,Millis
-0.3,-0.005,-0.958,-0.183,233786
-0.3,-0.005,-0.958,-0.183,233790
-0.298,-0.004,-0.959,-0.183,233794
-0.298,-0.004,-0.959,-0.305,233798
-0.3,-0.005,-0.958,-0.305,233802
-0.3,-0.005,-0.958,-0.305,233806
-0.3,-0.005,-0.958,-0.183,233810
-0.3,-0.006,-0.958,-0.122,233814
-0.3,-0.006,-0.958,-0.244,233818
-0.299,-0.005,-0.959,-0.183,233822
-0.299,-0.005,-0.959,-0.183,233826
-0.299,-0.005,-0.959,-0.244,233830
-0.297,-0.005,-0.959,-0.244,233834
-0.297,-0.005,-0.959,-0.244,233838
-0.299,-0.007,-0.959,-0.244,233842
-0.299,-0.007,-0.959,-0.183,233846
-0.299,-0.007,-0.959,-0.183,233850
-0.298,-0.006,-0.959,-0.061,233854
-0.298,-0.006,-0.959,-0.244,233858
-0.296,-0.007,-0.96,-0.305,233862
-0.296,-0.007,-0.96,-0.183,233866
-0.296,-0.007,-0.96,-0.183,233870
-0.297,-0.009,-0.959,-0.122,233874
-0.297,-0.009,-0.959,-0.061,233878
-0.297,-0.005,-0.96,-0.183,233882
-0.297,-0.005,-0.96,-0.183,233886
-0.297,-0.005,-0.96,-0.183,233890
-0.297,-0.005,-0.958,-0.183,233894
-0.297,-0.005,-0.958,-0.183,233898
-0.297,-0.006,-0.959,-0.305,233902
-0.297,-0.006,-0.959,-0.244,233907
-0.296,-0.006,-0.959,-0.183,233911
-0.296,-0.006,-0.959,-0.183,233915
-0.296,-0.006,-0.959,-0.183,233919
-0.298,-0.006,-0.959,-0.183,233923
-0.298,-0.006,-0.959,-0.244,233927
-0.298,-0.007,-0.958,-0.183,233931
-0.298,-0.007,-0.958,-0.183,233935
-0.298,-0.007,-0.958,-0.122,233939
-0.298,-0.005,-0.958,-0.183,233943
-0.298,-0.005,-0.958,-0.244,233947
-0.298,-0.005,-0.959,-0.244,233951
-0.298,-0.005,-0.959,-0.244,233955
-0.298,-0.005,-0.959,-0.183,233959
-0.298,-0.005,-0.958,-0.183,233963
-0.298,-0.005,-0.958,-0.183,233967
-0.301,-0.004,-0.958,-0.122,233971
-0.301,-0.004,-0.958,-0.122,233975
-0.301,-0.004,-0.958,-0.122,233979
-0.299,-0.003,-0.958,-0.366,233983
-0.299,-0.003,-0.958,-0.427,233987
-0.299,-0.005,-0.957,-0.305,233991
-0.299,-0.005,-0.957,-0.305,233995
-0.299,-0.005,-0.957,-0.305,233999
-0.3,-0.005,-0.956,-0.305,234003
-0.3,-0.005,-0.956,-0.183,234007
-0.3,-0.006,-0.957,-0.122,234011
-0.3,-0.006,-0.957,-0.244,234015
-0.3,-0.006,-0.957,-0.244,234019
-0.3,-0.005,-0.957,-0.061,234023
-0.3,-0.005,-0.957,-0.183,234027
-0.301,-0.006,-0.956,-0.305,234031
-0.301,-0.006,-0.956,-0.183,234035
-0.301,-0.006,-0.956,-0.183,234039
-0.3,-0.005,-0.957,-0.244,234043
-0.3,-0.005,-0.957,-0.183,234047
-0.3,-0.005,-0.957,-0.244,234051
-0.3,-0.005,-0.957,-0.244,234055
-0.3,-0.007,-0.958,-0.122,234059
-0.3,-0.007,-0.958,-0.122,234063
-0.3,-0.007,-0.958,-0.305,234067
-0.3,-0.007,-0.957,-0.061,234071
-0.3,-0.007,-0.957,-0.183,234075
-0.301,-0.006,-0.957,-0.183,234079
-0.301,-0.006,-0.957,-0.183,234083
-0.301,-0.006,-0.957,-0.122,234087
-0.3,-0.007,-0.958,-0.305,234091
-0.3,-0.007,-0.958,-0.305,234096
-0.299,-0.005,-0.957,-0.183,234100
-0.299,-0.005,-0.957,-0.183,234104
-0.299,-0.005,-0.957,-0.122,234108
-0.3,-0.005,-0.958,-0.244,234112
-0.3,-0.005,-0.958,-0.183,234116
-0.299,-0.006,-0.958,-0.305,234120
-0.299,-0.006,-0.958,-0.305,234124
-0.299,-0.006,-0.958,-0.244,234128
-0.299,-0.008,-0.958,-0.122,234132
-0.299,-0.008,-0.958,-0.244,234136
-0.299,-0.007,-0.957,-0.305,234140
-0.299,-0.007,-0.957,-0.244,234144
-0.299,-0.007,-0.957,-0.244,234148
