Acc_X,Acc_Y,Acc_Z,Rot_Z,Millis
-0.4,-0.96,0.024,6.531,16506.0
-0.38,-0.959,-0.01,2.319,16529.0
-0.377,-0.968,-0.025,0.427,16548.0
-0.371,-0.985,-0.03,1.709,16568.0
-0.354,-0.949,-0.019,0.244,16587.0
-0.351,-0.95,-0.016,0.61,16607.0
-0.374,-0.954,-0.017,1.953,16632.0
-0.368,-0.955,-0.01,0.244,16651.0
-0.352,-0.946,-0.004,0.488,16673.0
-0.371,-0.958,-0.001,0.366,16693.0
-0.35,-0.95,-0.007,-1.892,16712.0
-0.378,-0.965,-0.037,-0.793,16732.0
-0.351,-0.952,-0.02,-1.099,16750.0
-0.35,-0.947,-0.011,0.122,16770.0
-0.36,-0.947,0.001,1.099,16790.0
-0.357,-0.956,-0.014,0.854,16809.0
-0.378,-0.957,-0.004,-2.258,16828.0
-0.354,-0.95,-0.004,-3.052,16847.0
-0.342,-0.941,0.006,-2.38,16867.0
-0.339,-0.934,0.008,-0.793,16888.0
-0.355,-0.939,-0.0,0.366,16908.0
-0.388,-0.967,-0.02,0.671,16926.0
-0.383,-0.97,-0.007,-1.587,16946.0
-0.354,-0.952,0.008,-3.235,16966.0
-0.339,-0.94,-0.0,-3.174,16987.0
-0.336,-0.941,-0.013,-1.404,17005.0
-0.372,-0.961,-0.021,0.0,17025.0
-0.344,-0.963,-0.015,-1.465,17045.0
-0.333,-0.951,-0.022,-0.671,17066.0
-0.344,-0.941,-0.004,0.305,17087.0
-0.352,-0.946,0.003,0.0,17107.0
-0.354,-0.951,0.001,-1.465,17128.0
-0.343,-0.95,-0.008,-0.427,17147.0
-0.349,-0.953,-0.002,0.061,17165.0
-0.357,-0.958,-0.006,-1.038,17188.0
-0.367,-0.954,0.001,-0.183,17207.0
-0.349,-0.954,0.001,-1.77,17228.0
-0.353,-0.95,-0.006,-0.549,17249.0
-0.344,-0.947,-0.01,-0.488,17268.0
-0.364,-0.951,-0.002,-0.977,17288.0
-0.354,-0.953,-0.001,-2.136,17305.0
-0.334,-0.949,-0.002,-1.038,17323.0
-0.34,-0.953,-0.007,-0.427,17345.0
-0.37,-0.96,-0.013,0.183,17367.0
-0.349,-0.948,-0.001,-1.892,17386.0
-0.334,-0.949,-0.01,-0.854,17406.0
-0.331,-0.95,-0.011,-0.671,17426.0
-0.341,-0.953,-0.021,0.0,17449.0
-0.365,-0.96,-0.017,1.099,17467.0
-0.356,-0.95,0.001,0.244,17487.0
-0.376,-0.964,0.003,0.366,17507.0
-0.351,-0.953,0.002,-1.038,17527.0
-0.354,-0.945,0.009,-0.61,17549.0
-0.35,-0.945,0.004,-0.732,17568.0
-0.36,-0.957,-0.006,0.671,17586.0
-0.358,-0.964,-0.015,-0.977,17604.0
-0.347,-0.957,-0.002,-1.282,17624.0
-0.342,-0.95,-0.005,-1.099,17645.0
-0.334,-0.944,0.001,-0.122,17664.0
-0.346,-0.95,-0.004,0.305,17686.0
-0.365,-0.971,-0.032,-0.549,17705.0
-0.341,-0.961,-0.025,-1.648,17723.0
-0.33,-0.943,-0.007,-0.549,17741.0
-0.338,-0.943,0.004,0.183,17764.0
-0.333,-0.945,0.001,1.404,17784.0
-0.383,-0.972,-0.017,1.404,17803.0
-0.363,-0.973,-0.015,-1.709,17822.0
-0.338,-0.955,-0.009,-1.709,17840.0
-0.338,-0.944,-0.004,-0.427,17866.0
-0.348,-0.95,-0.004,-0.244,17885.0
-0.38,-0.961,-0.007,0.427,17904.0
-0.345,-0.953,0.001,-1.77,17924.0
-0.336,-0.948,-0.007,-1.038,17944.0
-0.33,-0.941,-0.004,0.549,17964.0
-0.351,-0.947,0.003,1.831,17983.0
-0.365,-0.961,-0.007,0.732,18002.0
-0.341,-0.964,-0.017,0.427,18024.0
-0.334,-0.962,-0.022,1.038,18043.0
-0.351,-0.969,-0.026,-0.061,18067.0
-0.315,-0.944,-0.035,2.502,18087.0
-0.315,-0.922,-0.012,8.545,18108.0
-0.34,-0.94,0.006,15.198,18130.0
-0.4,-0.975,0.016,15.625,18148.0
-0.425,-0.969,0.056,7.202,18168.0
-0.37,-0.934,0.069,-0.549,18189.0
-0.348,-0.918,0.044,0.549,18208.0
-0.354,-0.914,0.061,4.639,18228.0
-0.432,-0.965,0.031,4.395,18245.0
-0.395,-0.953,0.039,-1.221,18265.0
-0.35,-0.935,0.042,-1.526,18284.0
-0.358,-0.94,0.031,0.793,18304.0
-0.413,-0.965,0.017,1.526,18324.0
-0.423,-0.979,0.005,-3.052,18342.0
-0.344,-0.943,0.012,-4.517,18364.0
-0.333,-0.93,0.019,-2.319,18384.0
-0.339,-0.933,0.021,0.916,18402.0
-0.4,-0.959,0.028,0.61,18423.0
-0.383,-0.951,0.026,-2.808,18441.0
-0.347,-0.937,0.024,-3.235,18459.0
-0.34,-0.93,0.03,0.0,18480.0
-0.367,-0.944,0.028,1.404,18500.0
-0.383,-0.963,0.016,-0.427,18520.0
-0.364,-0.953,0.014,-2.197,18541.0
-0.368,-0.953,0.023,-0.61,18563.0
-0.365,-0.948,0.031,-0.916,18583.0
-0.352,-0.942,0.029,-1.16,18601.0
-0.362,-0.941,0.033,-0.061,18625.0
-0.374,-0.95,0.023,0.244,18643.0
-0.383,-0.955,0.028,-1.648,18665.0
-0.378,-0.955,0.031,-2.441,18684.0
-0.367,-0.943,0.031,-2.93,18704.0
-0.353,-0.943,0.018,-2.136,18727.0
-0.347,-0.938,0.022,-1.099,18745.0
-0.361,-0.952,0.014,-1.282,18766.0
-0.347,-0.947,0.017,-1.648,18788.0
-0.343,-0.943,0.019,-0.549,18806.0
-0.345,-0.934,0.035,0.854,18826.0
-0.371,-0.945,0.032,1.587,18845.0
-0.384,-0.958,0.021,-0.61,18864.0
-0.359,-0.952,0.019,-2.38,18887.0
-0.342,-0.946,0.019,-1.16,18905.0
-0.364,-0.948,0.021,0.488,18923.0
-0.377,-0.961,0.016,0.549,18941.0
-0.386,-0.965,0.017,-1.038,18959.0
-0.357,-0.953,0.023,-3.052,18978.0
-0.339,-0.937,0.023,-1.221,19000.0
