Time,X,Y,Z
68241,0.087891,1,0.08252
68336,0.087891,1,0.08252
68747,0.087891,1,0.08252
68841,0.087891,1,0.08252
69419,0.087891,1,0.08252
69575,0.087891,1,0.08252
69610,0.087891,1,0.08252
69704,0.087891,1,0.08252
70378,0.087891,1,0.08252
71012,0.087891,1,0.08252
71712,0.087891,1,0.08252
71812,0.087891,1,0.08252
71910,0.087891,1,0.08252
72031,0.087891,1,0.08252
72124,0.087891,1,0.08252
72592,0.087891,1,0.08252
72743,0.087891,1,0.08252
72844,0.087891,1,0.08252
73253,0.087891,1,0.08252
73818,0.087891,1,0.08252
74069,0.087891,1,0.08252
74163,0.087891,1,0.08252
74383,0.087891,1,0.08252
74483,0.087891,1,0.08252
74514,0.087891,1,0.08252
74736,0.087891,1,0.08252
74830,0.087891,1,0.08252
75204,0.087891,1,0.08252
75396,0.087891,1,0.08252
75490,0.087891,1,0.08252
75586,0.087891,1,0.08252
75678,0.087891,1,0.08252
76278,0.087891,1,0.08252
77146,0.087891,1,0.08252
77237,0.087891,1,0.08252
77335,0.087891,1,0.08252
77714,0.087891,1,0.08252
78023,0.087891,1,0.08252
78989,0.087891,1,0.08252
79303,0.087891,1,0.08252
79502,0.087891,1,0.08252
79601,0.087891,1,0.08252
79631,0.087891,1,0.08252
79908,0.087891,1,0.08252
80158,0.087891,1,0.08252
80250,0.087891,1,0.08252
81188,0.087891,1,0.08252
81501,0.087891,1,0.08252
81656,0.087891,1,0.08252
81750,0.087891,1,0.08252
82476,0.087891,1,0.08252
82508,0.087891,1,0.08252
82786,0.087891,1,0.08252
82821,0.087891,1,0.08252
82914,0.087891,1,0.08252
83195,0.087891,1,0.08252
83290,0.087891,1,0.08252
83323,0.087891,1,0.08252
83424,0.087891,1,0.08252
83749,0.087891,1,0.08252
83841,0.087891,1,0.08252
84059,0.087891,1,0.08252
84155,0.087891,1,0.08252
84252,0.087891,1,0.08252
84284,0.087891,1,0.08252
84379,0.087891,1,0.08252
84987,0.087891,1,0.08252
85491,0.087891,1,0.08252
85650,0.087891,1,0.08252
85743,0.087891,1,0.08252
85955,0.087891,1,0.08252
86264,0.087891,1,0.08252
86363,0.087891,1,0.08252
87231,0.087891,1,0.08252
87325,0.087891,1,0.08252
87547,0.087891,1,0.08252
87641,0.087891,1,0.08252
87673,0.087891,1,0.08252
87892,0.087891,1,0.08252
88209,0.087891,1,0.08252
88240,0.087891,1,0.08252
88470,0.087891,1,0.08252
88565,0.087891,1,0.08252
89577,0.087891,1,0.08252
89806,0.087891,1,0.08252
89836,0.087891,1,0.08252
89933,0.087891,1,0.08252
90502,0.087891,1,0.08252
91274,0.087891,1,0.08252
91800,0.087891,1,0.08252
91833,0.087891,1,0.08252
91934,0.087891,1,0.08252
92092,0.087891,1,0.08252
92398,0.087891,1,0.08252
92551,0.087891,1,0.08252
92584,0.087891,1,0.08252
92678,0.087891,1,0.08252
92772,0.087891,1,0.08252
93027,0.087891,1,0.08252
93063,0.087891,1,0.08252
93888,0.087891,1,0.08252
94140,0.087891,1,0.08252
94403,0.087891,1,0.08252
94437,0.087891,1,0.08252
94533,0.087891,1,0.08252
94860,0.087891,1,0.08252
94955,0.087891,1,0.08252
95051,0.087891,1,0.08252
95727,0.087891,1,0.08252
95822,0.087891,1,0.08252
96544,0.087891,1,0.08252
96959,0.087891,1,0.08252
97051,0.087891,1,0.08252
97635,0.087891,1,0.08252
97888,0.087891,1,0.08252
97918,0.087891,1,0.08252
98196,0.087891,1,0.08252
98291,0.087891,1,0.08252
98322,0.087891,1,0.08252
98548,0.087891,1,0.08252
98761,0.087891,1,0.08252
99779,0.087891,1,0.08252
100031,0.087891,1,0.08252
100292,0.087891,1,0.08252
101217,0.087891,1,0.08252
102337,0.087891,1,0.08252
102952,0.087891,1,0.08252
103306,0.087891,1,0.08252
103561,0.087891,1,0.08252
103813,0.087891,1,0.08252
103907,0.087891,1,0.08252
104004,0.087891,1,0.08252
104102,0.087891,1,0.08252
105000,0.087891,1,0.08252
105317,0.087891,1,0.08252
105350,0.087891,1,0.08252
106274,0.087891,1,0.08252
106441,0.087891,1,0.08252
107607,0.087891,1,0.08252
107765,0.087891,1,0.08252
107859,0.087891,1,0.08252
108339,0.087891,1,0.08252
108373,0.087891,1,0.08252
108687,0.087891,1,0.08252
108780,0.087891,1,0.08252
109263,0.087891,1,0.08252
109611,0.087891,1,0.08252
110127,0.087891,1,0.08252
110161,0.087891,1,0.08252
110258,0.087891,1,0.08252
110482,0.087891,1,0.08252
110936,0.087891,1,0.08252
111246,0.087891,1,0.08252
111861,0.087891,1,0.08252
112175,0.087891,1,0.08252
112882,0.087891,1,0.08252
113235,0.087891,1,0.08252
113552,0.087891,1,0.08252
113809,0.087891,1,0.08252
115349,0.087891,1,0.08252
115704,0.087891,1,0.08252
115963,0.087891,1,0.08252
115999,0.087891,1,0.08252
116769,0.087891,1,0.08252
117290,0.087891,1,0.08252
117382,0.087891,1,0.08252
117809,0.087891,1,0.08252
117843,0.087891,1,0.08252
118523,0.087891,1,0.08252
118619,0.087891,1,0.08252
119549,0.087891,1,0.08252
119904,0.087891,1,0.08252
120063,0.087891,1,0.08252
120356,0.087891,1,0.08252
120551,0.087891,1,0.08252
121189,0.087891,1,0.08252
121995,0.087891,1,0.08252
122097,0.087891,1,0.08252
122127,0.087891,1,0.08252
122553,0.087891,1,0.08252
122646,0.087891,1,0.08252
122742,0.087891,1,0.08252
123372,0.087891,1,0.08252
123845,0.087891,1,0.08252
123943,0.087891,1,0.08252
123978,0.087891,1,0.08252
124347,0.087891,1,0.08252
124442,0.087891,1,0.08252
124665,0.087891,1,0.08252
124864,0.087891,1,0.08252
125062,0.087891,1,0.08252
125158,0.087891,1,0.08252
125254,0.087891,1,0.08252
125352,0.087891,1,0.08252
125929,0.087891,1,0.08252
126711,0.087891,1,0.08252
126807,0.087891,1,0.08252
126838,0.087891,1,0.08252
132244,0.087891,1,0.08252
132437,0.087891,1,0.08252
132695,0.087891,1,0.08252
132791,0.087891,1,0.08252
132825,0.087891,1,0.08252
132921,0.087891,1,0.08252
133017,0.087891,1,0.08252
133301,0.087891,1,0.08252
133398,0.087891,1,0.08252
133492,0.087891,1,0.08252
133524,0.087891,1,0.08252
133628,0.087891,1,0.08252
134074,0.087891,1,0.08252
134327,0.087891,1,0.08252
134424,0.087891,1,0.08252
134519,0.087891,1,0.08252
134839,0.087891,1,0.08252
134930,0.087891,1,0.08252
135027,0.087891,1,0.08252
135252,0.087891,1,0.08252
135351,0.087891,1,0.08252
135448,0.087891,1,0.08252
135607,0.087891,1,0.08252
135706,0.087891,1,0.08252
135800,0.087891,1,0.08252
135901,0.087891,1,0.08252
136639,0.087891,1,0.08252
136729,0.087891,1,0.08252
136825,0.087891,1,0.08252
136924,0.087891,1,0.08252
137407,0.087891,1,0.08252
137440,0.087891,1,0.08252
137533,0.087891,1,0.08252
137629,0.087891,1,0.08252
137723,0.087891,1,0.08252
137976,0.087891,1,0.08252
138007,0.087891,1,0.08252
138108,0.087891,1,0.08252
138209,0.087891,1,0.08252
138245,0.087891,1,0.08252
138341,0.087891,1,0.08252
138432,0.087891,1,0.08252
138784,0.087891,1,0.08252
139044,0.087891,1,0.08252
139357,0.087891,1,0.08252
139608,0.087891,1,0.08252
139707,0.087891,1,0.08252
139739,0.087891,1,0.08252
139836,0.087891,1,0.08252
139928,0.087891,1,0.08252
140787,0.087891,1,0.08252
140884,0.087891,1,0.08252
141046,0.087891,1,0.08252
141300,0.087891,1,0.08252
142686,0.087891,1,0.08252
142875,0.087891,1,0.08252
143234,0.087891,1,0.08252
143327,0.087891,1,0.08252
143423,0.087891,1,0.08252
143809,0.087891,1,0.08252
143906,0.087891,1,0.08252
143942,0.087891,1,0.08252
144317,0.087891,1,0.08252
144410,0.087891,1,0.08252
144507,0.087891,1,0.08252
144732,0.087891,1,0.08252
144985,0.087891,1,0.08252
145244,0.087891,1,0.08252
145337,0.087891,1,0.08252
145431,0.087891,1,0.08252
145531,0.087891,1,0.08252
145629,0.087891,1,0.08252
146104,0.087891,1,0.08252
146196,0.087891,1,0.08252
146983,0.087891,1,0.08252
147019,0.087891,1,0.08252
147052,0.087891,1,0.08252
147156,0.087891,1,0.08252
147440,0.087891,1,0.08252
147538,0.087891,1,0.08252
147570,0.087891,1,0.08252
147999,0.087891,1,0.08252
148315,0.087891,1,0.08252
148408,0.087891,1,0.08252
148507,0.087891,1,0.08252
148605,0.087891,1,0.08252
148636,0.087891,1,0.08252
148730,0.087891,1,0.08252
149338,0.087891,1,0.08252
149369,0.087891,1,0.08252
149472,0.087891,1,0.08252
149694,0.087891,1,0.08252
149784,0.087891,1,0.08252
149944,0.087891,1,0.08252
150043,0.087891,1,0.08252
150135,0.087891,1,0.08252
150231,0.087891,1,0.08252
150265,0.087891,1,0.08252
150363,0.087891,1,0.08252
150621,0.087891,1,0.08252
150713,0.087891,1,0.08252
150744,0.087891,1,0.08252
150843,0.087891,1,0.08252
150944,0.087891,1,0.08252
150976,0.087891,1,0.08252
151381,0.087891,1,0.08252
151636,0.087891,1,0.08252
151892,0.087891,1,0.08252
153081,0.087891,1,0.08252
153689,0.087891,1,0.08252
153847,0.087891,1,0.08252
153877,0.087891,1,0.08252
153973,0.087891,1,0.08252
154500,0.087891,1,0.08252
154601,0.087891,1,0.08252
155367,0.087891,1,0.08252
155467,0.087891,1,0.08252
155792,0.087891,1,0.08252
155887,0.087891,1,0.08252
155985,0.087891,1,0.08252
156021,0.087891,1,0.08252
156347,0.087891,1,0.08252
156438,0.087891,1,0.08252
156536,0.087891,1,0.08252
156634,0.087891,1,0.08252
156730,0.087891,1,0.08252
157012,0.087891,1,0.08252
157263,0.087891,1,0.08252
157358,0.087891,1,0.08252
157524,0.087891,1,0.08252
157619,0.087891,1,0.08252
157840,0.087891,1,0.08252
158355,0.087891,1,0.08252
159059,0.087891,1,0.08252
159629,0.087891,1,0.08252
160451,0.087891,1,0.08252
160548,0.087891,1,0.08252
160584,0.087891,1,0.08252
160744,0.087891,1,0.08252
160780,0.087891,1,0.08252
161211,0.087891,1,0.08252
161411,0.087891,1,0.08252
161510,0.087891,1,0.08252
161611,0.087891,1,0.08252
161778,0.087891,1,0.08252
162030,0.087891,1,0.08252
162449,0.087891,1,0.08252
162963,0.087891,1,0.08252
162996,0.087891,1,0.08252
163159,0.087891,1,0.08252
163255,0.087891,1,0.08252
163472,0.087891,1,0.08252
163573,0.087891,1,0.08252
163605,0.087891,1,0.08252
163701,0.087891,1,0.08252
164079,0.087891,1,0.08252
164335,0.087891,1,0.08252
164499,0.087891,1,0.08252
164795,0.087891,1,0.08252
165048,0.087891,1,0.08252
165148,0.087891,1,0.08252
165308,0.087891,1,0.08252
166447,0.087891,1,0.08252
166479,0.087891,1,0.08252
166583,0.087891,1,0.08252
166620,0.087891,1,0.08252
166751,0.087891,1,0.08252
167300,0.087891,1,0.08252
167774,0.087891,1,0.08252
167968,0.087891,1,0.08252
168063,0.087891,1,0.08252
168285,0.087891,1,0.08252
168383,0.087891,1,0.08252
168632,0.087891,1,0.08252
169046,0.087891,1,0.08252
169080,0.087891,1,0.08252
169615,0.087891,1,0.08252
169809,0.087891,1,0.08252
169904,0.087891,1,0.08252
170124,0.087891,1,0.08252
170478,0.087891,1,0.08252
170635,0.087891,1,0.08252
170988,0.087891,1,0.08252
171086,0.087891,1,0.08252
171243,0.087891,1,0.08252
171509,0.087891,1,0.08252
171705,0.087891,1,0.08252
171736,0.087891,1,0.08252
171837,0.087891,1,0.08252
172936,0.087891,1,0.08252
173024,0.087891,1,0.08252
173123,0.087891,1,0.08252
173442,0.087891,1,0.08252
173755,0.087891,1,0.08252
175031,0.087891,1,0.08252
175131,0.087891,1,0.08252
175595,0.087891,1,0.08252
175854,0.087891,1,0.08252
175947,0.087891,1,0.08252
176168,0.087891,1,0.08252
176417,0.087891,1,0.08252
176510,0.087891,1,0.08252
176549,0.087891,1,0.08252
177539,0.087891,1,0.08252
177632,0.087891,1,0.08252
177849,0.087891,1,0.08252
178515,0.087891,1,0.08252
178874,0.087891,1,0.08252
179390,0.087891,1,0.08252
179848,0.087891,1,0.08252
179942,0.087891,1,0.08252
180039,0.087891,1,0.08252
180967,0.087891,1,0.08252
181291,0.087891,1,0.08252
181326,0.087891,1,0.08252
181583,0.087891,1,0.08252
181680,0.087891,1,0.08252
182108,0.087891,1,0.08252
182142,0.087891,1,0.08252
182239,0.087891,1,0.08252
182762,0.087891,1,0.08252
183752,0.087891,1,0.08252
184264,0.087891,1,0.08252
184558,0.087891,1,0.08252
184649,0.087891,1,0.08252
184745,0.087891,1,0.08252
184839,0.087891,1,0.08252
184934,0.087891,1,0.08252
185067,0.087891,1,0.08252
185428,0.087891,1,0.08252
185522,0.087891,1,0.08252
185782,0.087891,1,0.08252
185879,0.087891,1,0.08252
186139,0.087891,1,0.08252
186497,0.087891,1,0.08252
186597,0.087891,1,0.08252
187737,0.087891,1,0.08252
188303,0.087891,1,0.08252
188336,0.087891,1,0.08252
188436,0.087891,1,0.08252
188812,0.087891,1,0.08252
188847,0.087891,1,0.08252
189267,0.087891,1,0.08252
189367,0.087891,1,0.08252
189792,0.087891,1,0.08252
189824,0.087891,1,0.08252
189919,0.087891,1,0.08252
190298,0.087891,1,0.08252
191830,0.087891,1,0.08252
191925,0.087891,1,0.08252
192020,0.087891,1,0.08252
192852,0.087891,1,0.08252
192948,0.087891,1,0.08252
193048,0.087891,1,0.08252
193514,0.087891,1,0.08252
193611,0.087891,1,0.08252
193642,0.087891,1,0.08252
193739,0.087891,1,0.08252
194601,0.087891,1,0.08252
194635,0.087891,1,0.08252
194734,0.087891,1,0.08252
194832,0.087891,1,0.08252
195152,0.087891,1,0.08252
195664,0.087891,1,0.08252
195755,0.087891,1,0.08252
195849,0.087891,1,0.08252
196230,0.087891,1,0.08252
196958,0.087891,1,0.08252
196989,0.087891,1,0.08252
197083,0.087891,1,0.08252
197179,0.087891,1,0.08252
197466,0.087891,1,0.08252
197501,0.087891,1,0.08252
197596,0.087891,1,0.08252
197694,0.087891,1,0.08252
198428,0.087891,1,0.08252
198525,0.087891,1,0.08252
198624,0.087891,1,0.08252
198658,0.087891,1,0.08252
198757,0.087891,1,0.08252
199187,0.087891,1,0.08252
199287,0.087891,1,0.08252
200178,0.087891,1,0.08252
200630,0.087891,1,0.08252
200728,0.087891,1,0.08252
200828,0.087891,1,0.08252
201300,0.087891,1,0.08252
201394,0.087891,1,0.08252
201488,0.087891,1,0.08252
201522,0.087891,1,0.08252
202266,0.087891,1,0.08252
202840,0.087891,1,0.08252
202877,0.087891,1,0.08252
203097,0.087891,1,0.08252
203196,0.087891,1,0.08252
203290,0.087891,1,0.08252
203324,0.087891,1,0.08252
203416,0.087891,1,0.08252
203514,0.087891,1,0.08252
204158,0.087891,1,0.08252
204350,0.087891,1,0.08252
204384,0.087891,1,0.08252
205251,0.087891,1,0.08252
205284,0.087891,1,0.08252
205380,0.087891,1,0.08252
205473,0.087891,1,0.08252
205859,0.087891,1,0.08252
205957,0.087891,1,0.08252
206050,0.087891,1,0.08252
206148,0.087891,1,0.08252
206242,0.087891,1,0.08252
206333,0.087891,1,0.08252
206365,0.087891,1,0.08252
206466,0.087891,1,0.08252
206562,0.087891,1,0.08252
206786,0.087891,1,0.08252
206881,0.087891,1,0.08252
206975,0.087891,1,0.08252
207008,0.087891,1,0.08252
207291,0.087891,1,0.08252
207852,0.087891,1,0.08252
207946,0.087891,1,0.08252
208512,0.087891,1,0.08252
208609,0.087891,1,0.08252
208876,0.087891,1,0.08252
209645,0.087891,1,0.08252
209738,0.087891,1,0.08252
209833,0.087891,1,0.08252
209924,0.087891,1,0.08252
210056,0.087891,1,0.08252
