Acc_X,Acc_Y,Acc_Z,Rot_Z,Millis
-0.002,0.053,1.0,-0.305,1960936
-0.004,0.052,1.0,-0.183,1960940
-0.004,0.052,1.0,-0.183,1960944
-0.004,0.052,1.0,-0.183,1960948
-0.003,0.053,1.001,-0.244,1960952
-0.003,0.053,1.001,-0.183,1960956
-0.005,0.052,1.0,-0.183,1960960
-0.005,0.052,1.0,-0.183,1960963
-0.005,0.052,1.0,-0.244,1960967
-0.004,0.053,1.001,-0.183,1960971
-0.004,0.053,1.001,-0.061,1960975
-0.002,0.052,0.998,-0.305,1960979
-0.002,0.052,0.998,-0.305,1960983
-0.002,0.052,0.998,-0.122,1960987
-0.003,0.052,0.998,-0.122,1960991
-0.003,0.052,0.998,-0.244,1960995
-0.004,0.053,1.001,-0.244,1960999
-0.004,0.053,1.001,-0.244,1961003
-0.004,0.053,1.001,-0.244,1961007
-0.004,0.053,0.999,-0.183,1961011
-0.004,0.053,0.999,-0.305,1961015
-0.005,0.054,0.999,-0.122,1961019
-0.005,0.054,0.999,-0.122,1961023
-0.005,0.054,0.999,-0.244,1961027
-0.003,0.052,0.998,-0.305,1961031
-0.003,0.052,0.998,-0.244,1961035
-0.004,0.053,0.998,-0.183,1961039
-0.004,0.053,0.998,-0.183,1961043
-0.004,0.053,0.998,-0.122,1961047
-0.004,0.054,1.0,-0.244,1961051
-0.004,0.054,1.0,-0.183,1961055
-0.004,0.053,0.999,-0.183,1961059
-0.004,0.053,0.999,-0.183,1961063
-0.004,0.053,0.999,-0.122,1961067
-0.005,0.053,0.999,-0.183,1961071
-0.005,0.053,0.999,-0.244,1961075
-0.004,0.052,0.998,-0.183,1961079
-0.004,0.052,0.998,-0.183,1961083
-0.004,0.052,0.998,-0.244,1961087
-0.004,0.051,1.0,-0.244,1961090
-0.004,0.051,1.0,-0.183,1961094
-0.006,0.052,0.998,-0.183,1961098
-0.006,0.052,0.998,-0.183,1961102
-0.006,0.052,0.998,-0.305,1961106
-0.004,0.053,0.998,-0.244,1961110
-0.004,0.053,0.998,-0.183,1961114
-0.004,0.053,0.999,-0.122,1961118
-0.004,0.053,0.999,-0.122,1961122
-0.004,0.053,0.999,-0.183,1961126
-0.004,0.052,1.001,-0.183,1961130
-0.004,0.052,1.001,-0.061,1961134
-0.004,0.052,0.999,-0.244,1961138
-0.004,0.052,0.999,-0.244,1961142
-0.004,0.052,0.999,-0.305,1961146
-0.003,0.053,0.999,-0.122,1961150
-0.003,0.053,0.999,-0.122,1961154
-0.004,0.053,1.0,-0.183,1961158
-0.004,0.053,1.0,-0.183,1961162
-0.004,0.053,1.0,-0.122,1961166
-0.003,0.052,1.0,-0.183,1961170
-0.003,0.052,1.0,-0.122,1961174
-0.005,0.053,0.998,-0.244,1961178
-0.005,0.053,0.998,-0.244,1961182
-0.005,0.053,0.998,-0.183,1961186
-0.005,0.052,1.0,-0.244,1961190
-0.005,0.052,1.0,-0.061,1961194
-0.003,0.052,1.0,-0.122,1961198
-0.003,0.052,1.0,-0.122,1961202
-0.003,0.052,1.0,-0.122,1961206
-0.003,0.053,1.0,-0.183,1961210
-0.003,0.053,1.0,-0.183,1961213
-0.004,0.053,0.999,-0.122,1961217
-0.004,0.053,0.999,-0.122,1961221
-0.004,0.053,0.999,-0.244,1961225
-0.002,0.054,0.999,-0.122,1961229
-0.002,0.054,0.999,-0.183,1961233
-0.002,0.054,0.998,-0.061,1961237
-0.002,0.054,0.998,-0.061,1961241
-0.002,0.054,0.998,-0.122,1961245
-0.004,0.052,0.998,-0.183,1961249
-0.004,0.052,0.998,-0.183,1961253
-0.004,0.052,1.0,-0.244,1961257
-0.004,0.052,1.0,-0.244,1961261
-0.004,0.052,1.0,-0.183,1961265
-0.004,0.053,1.0,-0.305,1961269
-0.004,0.053,1.0,-0.305,1961273
-0.004,0.052,1.0,-0.366,1961277
-0.004,0.052,1.0,-0.366,1961281
-0.004,0.052,1.0,-0.305,1961285
-0.004,0.053,0.999,-0.183,1961289
-0.004,0.053,0.999,-0.122,1961293
-0.003,0.052,1.0,-0.244,1961297
-0.003,0.052,1.0,-0.244,1961301
-0.003,0.052,1.0,-0.122,1961305
-0.004,0.052,0.999,-0.122,1961309
-0.004,0.052,0.999,-0.122,1961313
-0.005,0.054,1.0,-0.061,1961317
-0.005,0.054,1.0,-0.061,1961321
-0.005,0.054,1.0,0.0,1961325
-0.004,0.053,1.0,-0.122,1961329
-0.004,0.053,1.0,-0.244,1961333
-0.003,0.053,1.001,-0.122,1961337
-0.003,0.053,1.001,-0.122,1961341
-0.003,0.053,1.001,-0.122,1961345
-0.006,0.052,1.0,-0.183,1961349
-0.006,0.052,1.0,-0.244,1961352
-0.004,0.052,0.999,-0.183,1961356
-0.004,0.052,0.999,-0.183,1961360
-0.004,0.052,0.999,-0.183,1961364
-0.004,0.051,1.0,-0.122,1961368
-0.004,0.051,1.0,-0.122,1961372
-0.004,0.052,1.0,-0.244,1961376
-0.004,0.052,1.0,-0.244,1961380
-0.004,0.052,1.0,-0.183,1961384
-0.003,0.053,1.0,-0.122,1961388
-0.003,0.053,1.0,-0.183,1961392
-0.003,0.051,0.999,-0.061,1961396
-0.003,0.051,0.999,-0.061,1961400
-0.003,0.051,0.999,-0.061,1961404
-0.003,0.051,0.999,-0.061,1961408
-0.003,0.051,0.999,-0.122,1961412
-0.005,0.053,0.999,-0.122,1961416
-0.005,0.053,0.999,-0.122,1961420
-0.005,0.053,0.999,-0.183,1961424
-0.002,0.053,0.999,-0.244,1961428
-0.002,0.053,0.999,-0.305,1961432
-0.003,0.051,0.999,-0.366,1961436
-0.003,0.051,0.999,-0.366,1961440
-0.003,0.051,0.999,-0.122,1961444
-0.004,0.053,1.0,-0.183,1961448
-0.004,0.053,1.0,-0.244,1961452
-0.005,0.053,1.0,-0.183,1961456
-0.005,0.053,1.0,-0.183,1961460
-0.005,0.053,1.0,-0.122,1961464
-0.004,0.052,0.999,-0.244,1961468
-0.004,0.052,0.999,-0.244,1961472
-0.003,0.052,0.998,-0.183,1961476
-0.003,0.052,0.998,-0.183,1961480
-0.003,0.052,0.998,-0.183,1961484
-0.004,0.052,0.999,-0.122,1961488
-0.004,0.052,0.999,-0.305,1961491
-0.004,0.052,0.998,-0.244,1961495
-0.004,0.052,0.998,-0.244,1961499
-0.004,0.052,0.998,-0.061,1961503
-0.006,0.053,0.998,-0.183,1961507
-0.006,0.053,0.998,-0.305,1961511
-0.004,0.054,0.999,-0.305,1961515
-0.004,0.054,0.999,-0.305,1961519
-0.004,0.054,0.999,-0.122,1961523
-0.005,0.053,1.0,-0.061,1961527
-0.005,0.053,1.0,-0.122,1961531
-0.003,0.053,1.0,-0.122,1961535
-0.003,0.053,1.0,-0.122,1961539
-0.003,0.053,1.0,-0.122,1961543
-0.002,0.052,0.999,-0.244,1961547
-0.002,0.052,0.999,-0.183,1961551
-0.005,0.053,0.998,-0.183,1961555
-0.005,0.053,0.998,-0.183,1961559
-0.005,0.053,0.998,-0.305,1961563
-0.003,0.052,0.998,-0.244,1961567
-0.003,0.052,0.998,-0.183,1961571
-0.005,0.053,1.0,-0.183,1961575
-0.005,0.053,1.0,-0.183,1961579
-0.005,0.053,1.0,-0.244,1961583
-0.005,0.053,0.999,-0.305,1961587
-0.005,0.053,0.999,-0.305,1961591
-0.004,0.052,1.001,-0.305,1961595
-0.004,0.052,1.001,-0.305,1961599
-0.004,0.052,1.001,-0.183,1961603
-0.005,0.052,1.0,-0.183,1961607
-0.005,0.052,1.0,-0.305,1961611
-0.004,0.052,0.999,-0.366,1961615
-0.004,0.052,0.999,-0.366,1961618
-0.004,0.052,0.999,-0.244,1961622
-0.004,0.054,1.001,-0.244,1961626
-0.004,0.054,1.001,-0.183,1961630
-0.002,0.054,0.999,-0.244,1961634
-0.002,0.054,0.999,-0.244,1961638
-0.002,0.054,0.999,-0.183,1961642
-0.003,0.054,0.998,-0.122,1961646
-0.003,0.054,0.998,-0.244,1961650
-0.002,0.054,1.0,-0.244,1961654
-0.002,0.054,1.0,-0.244,1961658
-0.002,0.054,1.0,-0.244,1961662
-0.003,0.054,0.998,-0.183,1961666
-0.003,0.054,0.998,-0.122,1961670
-0.004,0.053,0.997,-0.244,1961674
-0.004,0.053,0.997,-0.244,1961678
-0.004,0.053,0.997,-0.122,1961682
-0.004,0.054,0.999,-0.183,1961686
-0.004,0.054,0.999,-0.183,1961690
-0.004,0.053,0.999,-0.183,1961694
-0.004,0.053,0.999,-0.122,1961698
-0.004,0.053,0.999,-0.122,1961702
-0.004,0.054,1.0,-0.183,1961706
-0.004,0.054,1.0,-0.183,1961710
-0.002,0.053,1.0,-0.244,1961714
-0.002,0.053,1.0,-0.244,1961718
-0.002,0.053,1.0,-0.244,1961722
-0.002,0.053,0.999,-0.183,1961726
-0.002,0.053,0.999,-0.122,1961730
-0.005,0.053,0.999,-0.183,1961734
-0.005,0.053,0.999,-0.183,1961738
-0.005,0.053,0.999,-0.122,1961742
-0.003,0.052,0.999,-0.244,1961746
-0.003,0.052,0.999,-0.183,1961749
-0.006,0.052,1.0,-0.183,1961753
-0.006,0.052,1.0,-0.122,1961757
-0.006,0.052,1.0,-0.122,1961761
-0.005,0.052,0.999,-0.305,1961765
-0.005,0.052,0.999,-0.183,1961769
-0.003,0.053,0.999,-0.244,1961773
-0.003,0.053,0.999,-0.061,1961777
-0.003,0.053,0.999,-0.061,1961781
-0.004,0.053,0.998,-0.244,1961785
-0.004,0.053,0.998,-0.244,1961789
-0.002,0.052,0.999,-0.183,1961793
-0.002,0.052,0.999,-0.122,1961797
-0.002,0.052,0.999,-0.122,1961801
-0.003,0.053,0.999,-0.122,1961805
-0.003,0.053,0.999,-0.122,1961809
-0.003,0.053,0.999,-0.183,1961813
-0.003,0.053,0.999,-0.244,1961817
-0.003,0.053,0.999,-0.244,1961821
-0.003,0.053,0.999,-0.183,1961825
-0.003,0.053,0.999,-0.427,1961829
-0.003,0.052,0.999,-0.183,1961833
-0.003,0.052,0.999,-0.122,1961837
-0.003,0.052,0.999,-0.122,1961841
-0.004,0.053,0.998,-0.183,1961845
-0.004,0.053,0.998,-0.305,1961849
-0.004,0.055,0.998,-0.305,1961853
-0.004,0.055,0.998,-0.244,1961857
-0.004,0.055,0.998,-0.244,1961861
-0.003,0.054,0.999,-0.305,1961865
-0.003,0.054,0.999,-0.244,1961869
-0.002,0.053,0.999,-0.244,1961873
-0.002,0.053,0.999,-0.122,1961877
-0.002,0.053,0.999,-0.122,1961880
-0.003,0.053,0.998,-0.183,1961884
-0.003,0.053,0.998,-0.244,1961888
-0.005,0.052,0.999,-0.183,1961892
-0.005,0.052,0.999,-0.061,1961896
-0.005,0.052,0.999,-0.061,1961900
-0.003,0.053,1.001,-0.183,1961904
-0.003,0.053,1.001,-0.183,1961908
-0.003,0.053,1.0,-0.244,1961912
-0.003,0.053,1.0,-0.122,1961916
-0.003,0.053,1.0,-0.122,1961920
-0.002,0.052,1.0,-0.183,1961924
-0.002,0.052,1.0,-0.183,1961928
-0.004,0.051,0.999,-0.183,1961932
-0.004,0.051,0.999,-0.061,1961936
-0.004,0.051,0.999,-0.061,1961940
-0.003,0.052,0.998,-0.122,1961944
-0.003,0.052,0.998,-0.305,1961948
-0.004,0.052,0.999,-0.122,1961952
-0.004,0.052,0.999,-0.061,1961956
-0.004,0.052,0.999,-0.061,1961960
-0.004,0.052,1.001,-0.061,1961964
-0.004,0.052,1.001,-0.244,1961968
-0.003,0.053,0.999,-0.183,1961972
-0.003,0.053,0.999,-0.183,1961976
-0.003,0.053,0.999,-0.183,1961980
-0.001,0.052,0.999,-0.244,1961984
-0.001,0.052,0.999,-0.183,1961988
-0.002,0.053,1.0,-0.183,1961992
-0.002,0.053,1.0,-0.061,1961996
-0.002,0.053,1.0,-0.061,1962000
-0.002,0.054,0.999,-0.122,1962004
-0.002,0.054,0.999,-0.366,1962008
