Acc_X,Acc_Y,Acc_Z,Rot_Z,Millis
-0.004,0.053,1.0,-0.305,2020535
-0.004,0.053,1.0,-0.122,2020539
-0.004,0.053,0.999,-0.244,2020543
-0.004,0.053,0.999,-0.244,2020547
-0.004,0.053,0.999,-0.183,2020551
-0.003,0.053,1.0,-0.244,2020555
-0.003,0.053,1.0,-0.244,2020559
-0.002,0.053,1.0,-0.183,2020563
-0.002,0.053,1.0,-0.183,2020567
-0.002,0.053,1.0,-0.183,2020571
-0.003,0.052,0.998,-0.244,2020575
-0.003,0.052,0.998,-0.183,2020579
-0.003,0.053,1.0,-0.244,2020583
-0.003,0.053,1.0,-0.244,2020587
-0.003,0.053,1.0,-0.244,2020591
-0.004,0.052,0.999,-0.183,2020594
-0.004,0.052,0.999,-0.061,2020598
-0.004,0.052,1.0,-0.122,2020602
-0.004,0.052,1.0,-0.122,2020606
-0.004,0.052,1.0,-0.183,2020610
-0.003,0.053,1.001,-0.244,2020614
-0.003,0.053,1.001,-0.183,2020618
-0.006,0.053,1.0,-0.122,2020622
-0.006,0.053,1.0,-0.122,2020626
-0.006,0.053,1.0,-0.244,2020630
-0.005,0.053,0.999,-0.122,2020634
-0.005,0.053,0.999,-0.122,2020638
-0.004,0.053,0.999,-0.183,2020642
-0.004,0.053,0.999,-0.183,2020646
-0.004,0.053,0.999,-0.183,2020650
-0.004,0.054,1.0,-0.183,2020654
-0.004,0.054,1.0,-0.305,2020658
-0.004,0.054,0.999,-0.183,2020662
-0.004,0.054,0.999,-0.183,2020666
-0.004,0.054,0.999,-0.183,2020670
-0.003,0.053,1.0,-0.305,2020674
-0.003,0.053,1.0,-0.244,2020678
-0.004,0.054,1.0,-0.183,2020682
-0.004,0.054,1.0,-0.183,2020686
-0.004,0.054,1.0,-0.244,2020690
-0.006,0.054,0.998,-0.305,2020694
-0.006,0.054,0.998,-0.183,2020698
-0.004,0.053,0.997,-0.122,2020702
-0.004,0.053,0.997,-0.122,2020706
-0.004,0.053,0.997,-0.244,2020710
-0.005,0.052,0.999,-0.122,2020714
-0.005,0.052,0.999,-0.244,2020718
-0.006,0.052,1.0,-0.305,2020722
-0.006,0.052,1.0,-0.305,2020726
-0.006,0.052,1.0,-0.244,2020729
-0.003,0.053,1.0,-0.183,2020733
-0.003,0.053,1.0,-0.244,2020737
-0.005,0.053,0.999,-0.122,2020741
-0.005,0.053,0.999,-0.122,2020745
-0.005,0.053,0.999,-0.122,2020749
-0.005,0.053,0.998,-0.122,2020753
-0.005,0.053,0.998,-0.183,2020757
-0.004,0.053,0.999,-0.122,2020761
-0.004,0.053,0.999,-0.122,2020765
-0.004,0.053,0.999,-0.244,2020769
-0.005,0.052,1.001,-0.183,2020773
-0.005,0.052,1.001,-0.061,2020777
-0.003,0.053,0.999,-0.061,2020781
-0.003,0.053,0.999,-0.061,2020785
-0.003,0.053,0.999,-0.183,2020789
-0.005,0.053,0.998,-0.244,2020793
-0.005,0.053,0.998,-0.183,2020797
-0.002,0.052,0.998,-0.244,2020801
-0.002,0.052,0.998,-0.244,2020805
-0.002,0.052,0.998,-0.122,2020809
-0.002,0.053,1.0,-0.305,2020813
-0.002,0.053,1.0,-0.244,2020817
-0.004,0.053,1.0,-0.244,2020821
-0.004,0.053,1.0,-0.244,2020825
-0.004,0.053,1.0,-0.122,2020829
-0.004,0.053,1.0,-0.305,2020833
-0.004,0.053,1.0,-0.061,2020837
-0.003,0.051,1.001,-0.122,2020841
-0.003,0.051,1.001,-0.122,2020845
-0.003,0.051,1.001,-0.305,2020849
-0.004,0.052,0.999,-0.183,2020853
-0.004,0.052,0.999,-0.122,2020856
-0.004,0.052,0.999,-0.183,2020860
-0.004,0.052,0.999,-0.183,2020864
-0.004,0.052,0.999,-0.244,2020868
-0.004,0.054,1.0,-0.305,2020872
-0.004,0.054,1.0,-0.183,2020876
-0.004,0.053,0.998,-0.122,2020880
-0.004,0.053,0.998,-0.122,2020884
-0.004,0.053,0.998,-0.183,2020888
-0.003,0.054,0.999,-0.244,2020892
-0.003,0.054,0.999,-0.305,2020896
-0.005,0.053,0.999,-0.183,2020900
-0.005,0.053,0.999,-0.183,2020904
-0.005,0.053,0.999,-0.183,2020908
-0.006,0.055,1.0,-0.244,2020912
-0.006,0.055,1.0,-0.183,2020916
-0.005,0.053,0.999,-0.122,2020920
-0.005,0.053,0.999,-0.122,2020924
-0.005,0.053,0.999,-0.061,2020928
-0.006,0.052,0.999,-0.061,2020932
-0.006,0.052,0.999,-0.061,2020936
-0.005,0.053,1.0,-0.183,2020940
-0.005,0.053,1.0,-0.183,2020944
-0.005,0.053,1.0,-0.366,2020948
-0.005,0.053,0.998,-0.427,2020952
-0.005,0.053,0.998,-0.183,2020956
-0.004,0.053,0.999,-0.183,2020960
-0.004,0.053,0.999,-0.183,2020964
-0.004,0.053,0.999,-0.061,2020968
-0.004,0.054,0.998,-0.244,2020972
-0.004,0.054,0.998,-0.305,2020976
-0.003,0.054,0.999,-0.183,2020980
-0.003,0.054,0.999,-0.183,2020984
-0.003,0.054,0.999,-0.061,2020987
-0.004,0.052,1.0,-0.244,2020991
-0.004,0.052,1.0,-0.244,2020995
-0.005,0.053,1.0,-0.244,2020999
-0.005,0.053,1.0,-0.244,2021003
-0.005,0.053,1.0,-0.305,2021007
-0.005,0.054,0.999,-0.183,2021011
-0.005,0.054,0.999,-0.305,2021015
-0.002,0.054,1.0,-0.305,2021019
-0.002,0.054,1.0,-0.305,2021023
-0.002,0.054,1.0,-0.122,2021027
-0.001,0.053,0.998,-0.244,2021031
-0.001,0.053,0.998,-0.122,2021035
-0.004,0.054,0.998,-0.183,2021039
-0.004,0.054,0.998,-0.183,2021043
-0.004,0.054,0.998,-0.244,2021047
-0.004,0.054,0.998,-0.122,2021051
-0.004,0.054,0.998,-0.244,2021055
-0.003,0.053,0.998,-0.305,2021059
-0.003,0.053,0.998,-0.305,2021063
-0.003,0.053,0.998,-0.244,2021067
-0.004,0.054,0.999,-0.122,2021071
-0.004,0.054,0.999,-0.061,2021075
-0.004,0.053,1.001,-0.183,2021079
-0.004,0.053,1.001,-0.183,2021083
-0.004,0.053,1.001,-0.183,2021087
-0.004,0.053,1.0,-0.183,2021091
-0.004,0.053,1.0,-0.183,2021095
-0.005,0.052,0.999,-0.305,2021099
-0.005,0.052,0.999,-0.305,2021103
-0.005,0.052,0.999,-0.244,2021107
-0.005,0.052,1.0,-0.244,2021110
-0.005,0.052,1.0,-0.244,2021114
-0.005,0.054,0.999,-0.305,2021118
-0.005,0.054,0.999,-0.305,2021122
-0.005,0.054,0.999,-0.305,2021126
-0.005,0.054,0.999,-0.183,2021130
-0.005,0.054,0.999,-0.244,2021134
-0.004,0.053,1.0,-0.183,2021138
-0.004,0.053,1.0,-0.183,2021142
-0.004,0.053,1.0,-0.183,2021146
-0.004,0.053,1.001,-0.244,2021150
-0.004,0.053,1.001,-0.305,2021154
-0.005,0.052,0.999,-0.183,2021158
-0.005,0.052,0.999,-0.183,2021162
-0.005,0.052,0.999,-0.183,2021166
-0.006,0.052,0.999,-0.183,2021170
-0.006,0.052,0.999,-0.183,2021174
-0.003,0.052,0.997,-0.183,2021178
-0.003,0.052,0.997,-0.183,2021182
-0.003,0.052,0.997,-0.183,2021186
-0.004,0.054,0.999,-0.183,2021190
-0.004,0.054,0.999,-0.183,2021194
-0.004,0.052,0.998,-0.244,2021198
-0.004,0.052,0.998,-0.244,2021202
-0.004,0.052,0.998,-0.305,2021206
-0.005,0.053,0.998,-0.183,2021210
-0.005,0.053,0.998,-0.183,2021214
-0.003,0.054,1.0,-0.244,2021218
-0.003,0.054,1.0,-0.244,2021222
-0.003,0.054,1.0,-0.183,2021226
-0.001,0.054,0.998,-0.244,2021230
-0.001,0.054,0.998,-0.183,2021234
-0.002,0.052,1.0,-0.183,2021238
