Acc_X,Acc_Y,Acc_Z,Rot_Z,Millis
-0.004,0.36,0.927,-0.122,2141001
-0.004,0.361,0.927,-0.183,2141005
-0.004,0.361,0.927,-0.183,2141009
-0.004,0.361,0.927,-0.183,2141013
-0.004,0.36,0.926,-0.244,2141017
-0.004,0.36,0.926,-0.061,2141021
-0.002,0.361,0.926,-0.061,2141025
-0.002,0.361,0.926,-0.183,2141029
-0.002,0.361,0.926,-0.183,2141033
-0.002,0.361,0.926,-0.183,2141037
-0.002,0.361,0.926,-0.122,2141041
-0.003,0.362,0.926,-0.183,2141045
-0.003,0.362,0.926,-0.122,2141049
-0.003,0.362,0.926,-0.122,2141053
-0.001,0.362,0.926,-0.183,2141057
-0.001,0.362,0.926,-0.244,2141061
-0.0,0.362,0.925,-0.305,2141065
-0.0,0.362,0.925,-0.061,2141069
-0.0,0.362,0.925,-0.061,2141073
-0.0,0.362,0.926,-0.183,2141076
-0.0,0.362,0.926,-0.061,2141080
-0.0,0.364,0.927,-0.366,2141084
-0.0,0.364,0.927,-0.305,2141088
-0.0,0.364,0.927,-0.305,2141092
0.0,0.362,0.924,-0.122,2141096
0.0,0.362,0.924,-0.183,2141100
-0.001,0.362,0.926,-0.244,2141104
-0.001,0.362,0.926,-0.183,2141108
-0.001,0.362,0.926,-0.183,2141112
-0.001,0.363,0.927,-0.122,2141116
-0.001,0.363,0.927,-0.183,2141120
0.001,0.362,0.928,-0.183,2141124
0.001,0.362,0.928,0.0,2141128
0.001,0.362,0.928,0.0,2141132
-0.001,0.362,0.927,-0.122,2141136
-0.001,0.362,0.927,-0.244,2141140
-0.001,0.362,0.927,-0.366,2141144
-0.001,0.362,0.927,-0.366,2141148
-0.001,0.362,0.927,-0.366,2141152
-0.001,0.36,0.923,-0.183,2141156
-0.001,0.36,0.923,-0.305,2141160
-0.002,0.361,0.926,-0.305,2141164
-0.002,0.361,0.926,0.0,2141168
-0.002,0.361,0.926,0.0,2141172
-0.002,0.362,0.927,-0.122,2141176
-0.002,0.362,0.927,-0.183,2141180
-0.004,0.36,0.925,-0.244,2141184
-0.004,0.36,0.925,-0.427,2141188
-0.004,0.36,0.925,-0.427,2141191
-0.003,0.361,0.927,-0.366,2141195
-0.003,0.361,0.927,-0.183,2141199
-0.003,0.362,0.925,-0.122,2141203
-0.003,0.362,0.925,-0.183,2141207
-0.003,0.362,0.925,-0.183,2141211
-0.004,0.36,0.925,-0.244,2141215
-0.004,0.36,0.925,-0.183,2141219
-0.004,0.361,0.925,-0.122,2141223
-0.004,0.361,0.925,-0.366,2141227
-0.004,0.361,0.925,-0.366,2141231
-0.003,0.361,0.925,-0.244,2141235
-0.003,0.361,0.925,-0.244,2141239
-0.003,0.361,0.924,-0.244,2141243
-0.003,0.361,0.924,-0.366,2141247
-0.003,0.361,0.924,-0.366,2141251
-0.003,0.361,0.927,-0.183,2141255
-0.003,0.361,0.927,-0.305,2141259
-0.001,0.361,0.927,-0.244,2141263
-0.001,0.361,0.927,-0.244,2141267
-0.001,0.361,0.927,-0.244,2141271
-0.003,0.361,0.925,-0.305,2141275
-0.003,0.361,0.925,-0.305,2141279
-0.004,0.362,0.926,-0.183,2141283
-0.004,0.362,0.926,-0.061,2141287
-0.004,0.362,0.926,-0.061,2141291
-0.002,0.36,0.926,-0.183,2141295
-0.002,0.36,0.926,-0.183,2141299
-0.003,0.36,0.927,-0.122,2141303
-0.003,0.36,0.927,-0.244,2141307
-0.003,0.36,0.927,-0.244,2141311
-0.001,0.36,0.926,-0.183,2141315
-0.001,0.36,0.926,-0.244,2141319
0.001,0.361,0.926,-0.244,2141323
0.001,0.361,0.926,-0.183,2141327
0.001,0.361,0.926,-0.183,2141331
-0.0,0.361,0.928,-0.305,2141334
-0.0,0.361,0.928,-0.305,2141338
0.001,0.362,0.926,-0.427,2141342
0.001,0.362,0.926,-0.122,2141346
0.001,0.362,0.926,-0.122,2141350
0.0,0.362,0.925,-0.122,2141354
0.0,0.362,0.925,-0.244,2141358
0.001,0.361,0.925,-0.305,2141362
0.001,0.361,0.925,-0.183,2141366
0.001,0.361,0.925,-0.183,2141370
0.002,0.361,0.926,-0.244,2141374
0.002,0.361,0.926,-0.183,2141378
-0.0,0.361,0.927,-0.122,2141382
-0.0,0.361,0.927,-0.244,2141386
-0.0,0.361,0.927,-0.244,2141390
-0.003,0.36,0.926,-0.244,2141394
-0.003,0.36,0.926,-0.244,2141398
-0.002,0.361,0.926,-0.366,2141402
-0.002,0.361,0.926,-0.244,2141406
-0.002,0.361,0.926,-0.244,2141410
-0.001,0.362,0.929,-0.122,2141414
-0.001,0.362,0.929,-0.183,2141418
-0.002,0.363,0.93,-0.122,2141422
-0.002,0.363,0.93,-0.122,2141426
-0.002,0.363,0.93,-0.122,2141430
-0.001,0.363,0.927,-0.244,2141434
-0.001,0.363,0.927,-0.183,2141438
0.0,0.36,0.924,0.0,2141442
0.0,0.36,0.924,0.0,2141446
0.0,0.36,0.924,0.0,2141450
-0.003,0.361,0.924,-0.244,2141453
-0.003,0.361,0.924,-0.244,2141457
-0.005,0.36,0.925,-0.183,2141461
-0.005,0.36,0.925,-0.183,2141465
-0.005,0.36,0.925,-0.183,2141469
-0.003,0.36,0.925,-0.183,2141473
-0.003,0.36,0.925,-0.305,2141477
0.0,0.36,0.926,-0.305,2141481
0.0,0.36,0.926,-0.122,2141485
0.0,0.36,0.926,-0.122,2141489
-0.0,0.362,0.928,-0.244,2141493
-0.0,0.362,0.928,-0.305,2141497
