Acc_X,Acc_Y,Acc_Z,Rot_Z,Millis
-0.004,0.362,0.924,-0.305,2200987
-0.004,0.362,0.924,-0.061,2200991
-0.002,0.361,0.926,-0.061,2200995
-0.002,0.361,0.926,-0.122,2200999
-0.002,0.361,0.926,-0.122,2201003
-0.002,0.362,0.928,-0.183,2201007
-0.002,0.362,0.928,-0.244,2201011
-0.004,0.361,0.927,-0.183,2201015
-0.004,0.361,0.927,-0.244,2201019
-0.004,0.361,0.927,-0.244,2201023
-0.002,0.362,0.926,-0.122,2201027
-0.002,0.362,0.926,-0.061,2201031
-0.002,0.361,0.924,-0.366,2201035
-0.002,0.361,0.924,-0.244,2201039
-0.002,0.361,0.924,-0.244,2201043
-0.002,0.361,0.927,-0.122,2201047
-0.002,0.361,0.927,-0.122,2201051
-0.002,0.36,0.927,-0.244,2201055
-0.002,0.36,0.927,-0.305,2201059
-0.002,0.36,0.927,-0.305,2201063
0.001,0.361,0.925,-0.244,2201067
0.001,0.361,0.925,-0.305,2201071
0.001,0.36,0.927,-0.366,2201075
0.001,0.36,0.927,-0.183,2201079
0.001,0.36,0.927,-0.183,2201083
0.0,0.361,0.925,-0.183,2201087
0.0,0.361,0.925,-0.244,2201090
-0.0,0.362,0.928,-0.244,2201094
-0.0,0.362,0.928,-0.183,2201098
-0.0,0.362,0.928,-0.183,2201102
0.0,0.361,0.926,-0.122,2201106
0.0,0.361,0.926,-0.244,2201110
-0.0,0.362,0.926,-0.305,2201114
-0.0,0.362,0.926,-0.183,2201118
-0.0,0.362,0.926,-0.183,2201122
-0.0,0.362,0.927,-0.122,2201126
-0.0,0.362,0.927,-0.122,2201130
-0.001,0.361,0.927,-0.183,2201134
-0.001,0.361,0.927,-0.244,2201138
-0.001,0.361,0.927,-0.244,2201142
-0.0,0.361,0.927,-0.122,2201146
-0.0,0.361,0.927,-0.122,2201150
-0.001,0.361,0.929,-0.122,2201154
-0.001,0.361,0.929,-0.244,2201158
-0.001,0.361,0.929,-0.244,2201162
-0.001,0.361,0.927,-0.305,2201166
-0.001,0.361,0.927,-0.122,2201170
-0.002,0.359,0.925,-0.183,2201174
-0.002,0.359,0.925,-0.183,2201178
-0.002,0.359,0.925,-0.183,2201182
-0.001,0.359,0.924,-0.305,2201186
-0.001,0.359,0.924,-0.183,2201190
-0.001,0.36,0.925,-0.122,2201194
-0.001,0.36,0.925,-0.183,2201198
-0.001,0.36,0.925,-0.183,2201202
-0.003,0.36,0.928,-0.122,2201206
-0.003,0.36,0.928,-0.122,2201210
-0.002,0.362,0.926,-0.183,2201214
-0.002,0.362,0.926,-0.305,2201218
-0.002,0.362,0.926,-0.305,2201222
-0.002,0.36,0.924,-0.305,2201226
-0.002,0.36,0.924,-0.244,2201230
-0.002,0.361,0.926,-0.122,2201233
-0.002,0.361,0.926,-0.183,2201237
-0.002,0.361,0.926,-0.183,2201241
-0.002,0.361,0.926,-0.183,2201245
-0.002,0.361,0.926,-0.305,2201249
-0.003,0.36,0.924,-0.183,2201253
-0.003,0.36,0.924,-0.122,2201257
-0.003,0.36,0.924,-0.122,2201261
