Acc_X,Acc_Y,Acc_Z,Rot_Z,Millis
-0.007,0.237,0.967,-0.183,2441114
-0.007,0.237,0.967,-0.183,2441118
-0.006,0.238,0.969,-0.183,2441122
-0.006,0.238,0.969,-0.183,2441126
-0.006,0.237,0.968,-0.122,2441130
-0.006,0.237,0.968,-0.183,2441134
-0.006,0.237,0.968,-0.183,2441138
-0.006,0.237,0.968,-0.183,2441142
-0.006,0.237,0.968,-0.061,2441146
-0.004,0.237,0.967,-0.183,2441150
-0.004,0.237,0.967,-0.183,2441154
-0.004,0.237,0.967,-0.183,2441158
-0.006,0.237,0.966,-0.244,2441162
-0.006,0.237,0.966,-0.305,2441166
-0.006,0.239,0.968,-0.122,2441170
-0.006,0.239,0.968,-0.061,2441174
-0.006,0.239,0.968,-0.061,2441178
-0.005,0.237,0.967,-0.122,2441182
-0.005,0.237,0.967,-0.122,2441186
-0.004,0.236,0.966,-0.244,2441190
-0.004,0.236,0.966,-0.183,2441194
-0.004,0.236,0.966,-0.183,2441198
-0.004,0.239,0.968,-0.122,2441202
-0.004,0.239,0.968,-0.305,2441206
-0.005,0.238,0.968,-0.366,2441210
-0.005,0.238,0.968,-0.244,2441214
-0.005,0.238,0.968,-0.244,2441218
-0.004,0.239,0.969,-0.183,2441222
-0.004,0.239,0.969,-0.183,2441226
-0.005,0.239,0.968,-0.183,2441230
-0.005,0.239,0.968,-0.183,2441234
-0.005,0.239,0.968,-0.183,2441238
-0.006,0.24,0.966,-0.122,2441242
-0.006,0.24,0.966,-0.305,2441246
-0.004,0.238,0.969,-0.122,2441250
-0.004,0.238,0.969,-0.244,2441254
-0.004,0.238,0.969,-0.244,2441258
-0.007,0.238,0.967,-0.366,2441262
-0.007,0.238,0.967,-0.244,2441265
-0.007,0.238,0.966,-0.244,2441269
-0.007,0.238,0.966,-0.305,2441273
-0.007,0.238,0.966,-0.305,2441277
-0.004,0.238,0.967,-0.244,2441281
-0.004,0.238,0.967,-0.244,2441285
-0.006,0.238,0.97,-0.183,2441289
-0.006,0.238,0.97,-0.183,2441293
-0.006,0.238,0.97,-0.183,2441297
-0.006,0.237,0.968,-0.183,2441301
-0.006,0.237,0.968,-0.244,2441305
-0.008,0.238,0.968,-0.244,2441309
-0.008,0.238,0.968,-0.305,2441313
-0.008,0.238,0.968,-0.305,2441317
-0.007,0.237,0.968,-0.305,2441321
-0.007,0.237,0.968,-0.244,2441325
-0.005,0.24,0.967,0.0,2441329
-0.005,0.24,0.967,-0.061,2441333
-0.005,0.24,0.967,-0.061,2441337
-0.006,0.236,0.966,-0.122,2441341
-0.006,0.236,0.966,-0.244,2441345
-0.008,0.236,0.968,-0.122,2441349
-0.008,0.236,0.968,-0.061,2441353
-0.008,0.236,0.968,-0.061,2441357
-0.006,0.237,0.969,-0.122,2441361
-0.006,0.237,0.969,-0.183,2441365
-0.006,0.239,0.966,-0.244,2441369
-0.006,0.239,0.966,-0.122,2441373
-0.006,0.239,0.966,-0.122,2441377
-0.007,0.239,0.966,-0.122,2441381
-0.007,0.239,0.966,-0.122,2441385
-0.007,0.238,0.969,-0.244,2441389
-0.007,0.238,0.969,-0.244,2441393
-0.007,0.238,0.969,-0.244,2441397
-0.006,0.238,0.968,-0.244,2441401
-0.006,0.238,0.968,-0.183,2441405
-0.006,0.238,0.967,-0.183,2441409
-0.006,0.238,0.967,-0.183,2441413
-0.006,0.238,0.967,-0.183,2441416
-0.008,0.238,0.967,-0.244,2441420
-0.008,0.238,0.967,-0.122,2441424
-0.006,0.237,0.968,-0.244,2441428
-0.006,0.237,0.968,-0.305,2441432
-0.006,0.237,0.968,-0.305,2441436
-0.005,0.237,0.967,-0.122,2441440
-0.005,0.237,0.967,-0.244,2441444
-0.005,0.238,0.967,-0.244,2441448
-0.005,0.238,0.967,-0.244,2441452
-0.005,0.238,0.967,-0.244,2441456
-0.006,0.238,0.967,-0.244,2441460
-0.006,0.238,0.967,-0.305,2441464
-0.006,0.237,0.968,-0.122,2441468
-0.006,0.237,0.968,-0.122,2441472
-0.006,0.237,0.968,-0.122,2441476
-0.004,0.238,0.968,-0.305,2441480
-0.004,0.238,0.968,-0.305,2441484
-0.003,0.239,0.968,-0.244,2441488
-0.003,0.239,0.968,-0.122,2441492
-0.003,0.239,0.968,-0.122,2441496
-0.005,0.238,0.97,-0.183,2441500
-0.005,0.238,0.97,-0.244,2441504
-0.004,0.237,0.969,-0.244,2441508
-0.004,0.237,0.969,-0.366,2441512
-0.006,0.237,0.968,-0.305,2441516
-0.006,0.237,0.968,-0.305,2441520
-0.006,0.237,0.968,-0.122,2441524
-0.005,0.238,0.969,-0.122,2441528
-0.005,0.238,0.969,-0.244,2441532
-0.005,0.237,0.969,-0.305,2441536
-0.005,0.237,0.969,-0.305,2441540
-0.005,0.237,0.969,-0.122,2441544
-0.006,0.237,0.967,-0.183,2441548
-0.006,0.237,0.967,-0.305,2441552
-0.006,0.236,0.969,-0.244,2441556
-0.006,0.236,0.969,-0.244,2441560
-0.006,0.236,0.969,-0.183,2441564
-0.005,0.239,0.969,-0.183,2441568
-0.005,0.239,0.969,-0.244,2441571
-0.005,0.238,0.968,-0.244,2441575
-0.005,0.238,0.968,-0.244,2441579
-0.005,0.238,0.968,-0.244,2441583
-0.007,0.235,0.967,-0.122,2441587
-0.007,0.235,0.967,-0.061,2441591
-0.007,0.238,0.967,-0.183,2441595
-0.007,0.238,0.967,-0.183,2441599
-0.007,0.238,0.967,-0.305,2441603
-0.009,0.239,0.966,-0.183,2441607
-0.009,0.239,0.966,-0.183,2441611
-0.008,0.238,0.967,-0.183,2441615
-0.008,0.238,0.967,-0.183,2441619
-0.008,0.238,0.967,-0.183,2441623
-0.005,0.236,0.966,-0.183,2441627
-0.005,0.236,0.966,-0.122,2441631
-0.006,0.239,0.967,-0.305,2441635
-0.006,0.239,0.967,-0.305,2441639
-0.006,0.239,0.967,-0.183,2441643
-0.006,0.237,0.965,-0.122,2441647
-0.006,0.237,0.965,-0.244,2441651
-0.007,0.239,0.968,-0.183,2441655
-0.007,0.239,0.968,-0.183,2441659
-0.007,0.239,0.968,-0.183,2441663
-0.006,0.239,0.967,-0.183,2441667
-0.006,0.239,0.967,-0.183,2441671
-0.007,0.238,0.967,-0.244,2441675
-0.007,0.238,0.967,-0.244,2441679
-0.007,0.238,0.967,-0.061,2441683
-0.007,0.238,0.967,-0.305,2441687
-0.007,0.238,0.967,-0.244,2441691
-0.007,0.239,0.966,-0.244,2441695
-0.007,0.239,0.966,-0.244,2441699
-0.007,0.239,0.966,-0.122,2441703
-0.006,0.239,0.968,-0.122,2441707
-0.006,0.239,0.968,-0.305,2441711
-0.008,0.238,0.969,-0.244,2441715
-0.008,0.238,0.969,-0.244,2441719
-0.008,0.238,0.969,-0.183,2441723
-0.005,0.237,0.967,-0.244,2441726
